,Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
210,1,1,2,9500,1,1,131.0,1,38,1,7,4,128.3,1,0,0,1,0,1,18,0,0,8,8,7,12.642857142857142,0,0,8,8,7,12.642857142857142,0,12.7,3.7,-1.7,Graduate
211,1,1,1,9500,1,1,149.0,1,37,37,9,9,136.0,0,0,0,1,0,1,18,0,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,Graduate
212,1,43,1,9130,1,1,140.0,1,1,3,9,2,140.0,1,0,0,1,0,1,20,0,0,6,8,6,15.625,0,0,6,8,6,15.857142857142858,0,13.9,-0.3,0.79,Graduate
214,1,43,1,9773,1,1,122.0,1,1,1,4,5,126.9,0,0,0,1,0,0,21,0,0,6,8,6,11.714285714285714,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate
215,1,39,1,9556,1,40,130.0,1,1,1,4,5,145.0,0,0,0,1,0,0,25,0,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,Enrolled
216,1,18,1,9147,1,1,121.0,1,19,3,5,5,115.8,1,0,0,1,0,1,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,Graduate
220,1,1,1,9147,1,1,133.0,1,38,38,7,7,147.0,0,0,0,1,0,1,18,0,0,5,7,4,13.0,0,0,5,8,3,12.333333333333334,0,9.4,-0.8,-3.12,Graduate
221,2,1,4,9853,1,1,134.0,1,37,37,5,7,122.5,0,1,0,1,0,1,19,0,0,6,6,6,13.333333333333334,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate
222,1,1,3,9254,1,1,115.0,1,1,1,3,3,117.5,1,0,0,1,0,0,18,0,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,Dropout
223,1,51,1,9500,1,1,127.0,1,19,1,5,9,150.0,0,0,0,1,0,1,19,0,0,7,9,5,13.85,0,0,8,9,7,12.19285714285714,0,11.1,0.6,2.02,Graduate
224,1,18,1,9500,1,1,135.0,1,1,38,4,5,127.5,1,0,0,1,0,1,19,0,0,7,8,6,13.741666666666667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,Graduate
227,1,1,1,9238,1,1,135.0,1,1,1,9,9,133.3,0,0,0,1,0,1,20,0,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,11.1,0.6,2.02,Graduate
229,1,43,1,9500,1,1,120.0,1,1,1,5,8,112.0,1,0,0,1,0,1,19,0,0,8,15,7,11.571428571428571,0,0,8,15,7,11.571428571428571,0,12.7,3.7,-1.7,Graduate
230,1,1,2,9254,1,1,140.0,1,1,37,4,5,123.6,1,0,0,1,0,0,18,0,0,6,10,6,12.857142857142858,0,0,6,6,3,12.666666666666666,0,12.7,3.7,-1.7,Graduate
232,1,1,2,9670,1,1,135.0,1,1,3,4,3,133.3,0,0,0,1,0,0,19,0,0,5,5,5,13.0,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,Graduate
233,1,1,1,9254,1,1,123.0,1,1,37,9,9,132.1,0,0,0,1,0,1,21,0,0,6,9,5,11.0,0,0,6,8,5,12.0,0,15.5,2.8,-4.06,Graduate
235,1,1,1,9238,1,1,154.0,1,38,37,9,9,140.4,0,0,0,1,0,1,22,0,0,6,6,5,12.6,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate
236,1,1,1,9853,1,1,148.0,1,19,19,5,7,141.7,0,0,0,1,0,1,18,0,0,6,8,5,13.4,0,0,6,7,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate
237,1,17,2,9238,1,1,133.0,1,37,37,3,9,119.7,0,1,0,1,0,1,18,0,0,6,9,6,11.333333333333334,0,0,6,9,6,11.571428571428571,0,15.5,2.8,-4.06,Graduate
240,1,1,3,9500,1,1,125.0,1,3,1,4,4,119.4,1,0,0,1,0,0,19,0,0,7,10,6,12.471428571428572,0,0,7,8,7,11.4625,0,12.4,0.5,1.79,Enrolled
242,1,1,2,9147,1,1,118.0,1,37,19,5,5,119.1,1,0,0,1,0,1,20,0,0,5,5,5,11.6,0,0,5,5,5,13.6,0,12.4,0.5,1.79,Graduate
245,1,7,1,9500,1,3,130.0,1,19,38,5,3,130.0,0,0,0,1,0,0,23,0,0,8,8,8,13.22,0,0,8,8,8,13.22,0,9.4,-0.8,-3.12,Graduate
246,1,17,3,9500,1,1,129.0,1,19,37,7,6,120.0,1,0,0,1,0,1,19,0,0,8,8,7,13.151428571428571,0,0,8,8,7,13.151428571428571,0,10.8,1.4,1.74,Graduate
247,1,44,1,9003,1,39,130.0,1,37,37,9,10,130.0,0,0,1,0,0,0,29,0,0,6,13,3,12.75,0,0,6,8,3,11.333333333333334,0,13.9,-0.3,0.79,Dropout
248,1,1,3,9254,1,1,121.0,1,19,37,4,7,116.8,1,0,0,1,0,0,21,0,0,6,8,6,11.333333333333334,0,0,6,8,4,12.25,0,11.1,0.6,2.02,Graduate
249,1,1,1,9670,1,1,136.0,1,19,1,9,8,123.4,1,0,0,1,0,1,18,0,0,6,10,6,13.25,0,0,6,13,5,14.142857142857142,0,11.1,0.6,2.02,Graduate
250,1,1,3,9070,1,1,125.0,1,19,38,9,9,125.4,1,0,0,1,0,0,19,0,0,6,7,5,12.4,0,0,6,6,5,12.4,0,9.4,-0.8,-3.12,Enrolled
251,1,1,3,9773,1,1,131.0,1,38,37,7,7,127.2,1,0,0,1,0,1,18,0,0,6,6,6,15.0,0,0,6,6,6,12.833333333333334,0,8.9,1.4,3.51,Dropout
252,1,1,1,9085,1,1,122.0,1,9,19,90,6,103.4,0,0,0,1,0,0,19,0,0,5,6,5,14.4,0,0,5,6,5,13.0,0,7.6,2.6,0.32,Graduate
254,1,17,1,9147,1,1,136.0,1,1,1,4,4,124.1,0,0,0,1,0,0,18,0,0,5,8,5,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51,Graduate
257,1,17,3,9070,1,1,116.0,1,37,37,9,9,110.8,0,0,0,1,0,0,18,0,0,6,6,6,11.833333333333334,0,0,6,6,6,12.5,0,7.6,2.6,0.32,Enrolled
258,1,1,1,9238,1,1,121.0,1,1,1,9,8,118.9,1,0,0,1,0,1,19,0,0,6,8,5,11.666666666666666,0,0,6,9,5,12.666666666666666,0,12.4,0.5,1.79,Graduate
260,1,1,1,9254,1,1,131.0,1,37,38,9,7,137.0,0,0,0,1,0,1,20,0,0,6,8,6,11.166666666666666,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Graduate
263,1,1,1,9238,1,1,135.0,1,1,1,4,4,122.8,0,0,0,1,0,0,18,0,0,6,7,6,14.0,0,0,6,7,6,14.0,0,10.8,1.4,1.74,Graduate
264,1,1,1,9238,1,1,130.0,1,38,19,9,5,121.6,0,0,0,1,0,0,18,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.0,0,12.4,0.5,1.79,Graduate
265,1,1,2,9773,1,1,146.0,1,3,1,1,3,149.2,1,0,0,1,0,0,18,0,0,6,11,4,12.25,0,0,6,10,3,11.666666666666666,0,9.4,-0.8,-3.12,Graduate
266,1,17,4,9500,1,1,146.0,1,4,1,2,3,140.0,1,0,0,1,0,0,18,0,0,8,8,7,14.828571428571427,0,0,8,8,7,14.828571428571427,0,12.7,3.7,-1.7,Graduate
267,1,1,2,9773,1,1,154.0,1,38,38,9,9,133.4,1,0,0,1,0,1,19,0,0,6,7,5,11.4,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,Graduate
268,1,1,1,9070,1,1,137.0,1,37,37,9,9,126.2,1,0,0,1,0,1,19,0,0,6,6,6,13.0,0,0,6,8,6,12.5,0,10.8,1.4,1.74,Graduate
269,1,1,5,9500,1,1,151.0,1,1,1,9,9,127.8,0,0,0,1,0,1,18,0,0,8,8,7,13.671428571428573,0,0,8,8,7,13.671428571428573,0,12.7,3.7,-1.7,Graduate
270,1,44,1,9003,1,39,150.0,1,37,38,4,8,150.0,0,0,0,1,0,1,21,0,0,6,9,6,12.666666666666666,0,0,6,8,5,12.8,0,13.9,-0.3,0.79,Graduate
271,1,1,2,9147,1,1,121.0,1,1,19,9,9,113.7,1,0,0,0,0,0,20,0,0,5,10,2,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,Dropout
272,1,17,1,9147,1,1,122.0,1,12,19,4,8,117.8,1,0,0,1,0,0,20,0,0,5,10,5,13.5,0,0,5,8,5,12.333333333333334,0,13.9,-0.3,0.79,Graduate
274,1,1,1,9238,1,1,152.0,1,1,38,4,5,144.7,0,0,0,1,0,0,20,0,0,6,8,6,14.5,0,0,6,7,6,15.428571428571429,0,16.2,0.3,-0.92,Graduate
275,1,17,3,9500,1,1,145.0,1,12,1,4,10,139.8,1,0,0,1,0,0,18,0,0,7,7,7,13.685714285714283,0,0,8,8,8,15.3875,0,13.9,-0.3,0.79,Graduate
276,1,42,1,9853,1,1,120.0,1,37,38,3,3,113.7,0,0,0,1,0,0,20,0,0,6,8,5,11.0,0,0,6,10,3,10.666666666666666,0,12.7,3.7,-1.7,Dropout
278,1,1,1,9500,1,1,143.0,1,19,19,5,6,142.3,0,0,0,1,0,1,18,0,0,7,7,7,13.79714285714286,0,0,8,8,8,13.775,0,12.4,0.5,1.79,Enrolled
279,1,1,1,9500,1,1,129.0,1,19,19,5,5,119.6,1,0,0,1,0,1,20,0,0,7,8,7,14.00375,0,0,8,11,7,13.812857142857142,0,15.5,2.8,-4.06,Graduate
283,1,1,1,9070,1,1,126.0,1,19,37,7,5,119.4,0,0,0,1,0,1,21,0,0,6,7,5,13.8,0,0,6,6,6,12.833333333333334,0,16.2,0.3,-0.92,Graduate
284,1,1,1,8014,0,1,128.0,1,38,38,0,0,122.1,0,0,0,1,0,0,21,0,0,6,8,5,12.8,0,0,6,10,6,11.857142857142858,0,7.6,2.6,0.32,Graduate
285,2,39,1,9773,1,12,100.0,1,1,1,4,4,100.0,0,0,0,1,0,0,24,0,0,6,6,6,12.166666666666666,0,0,6,6,6,13.833333333333334,0,7.6,2.6,0.32,Graduate
286,1,17,1,9070,1,1,123.0,1,4,37,2,9,113.9,0,0,0,1,0,0,18,0,0,6,8,6,12.5,0,0,6,6,6,12.333333333333334,0,15.5,2.8,-4.06,Enrolled
287,1,39,1,8014,0,15,170.0,1,34,1,90,2,101.0,0,0,0,1,0,0,32,0,0,6,9,4,12.0,0,0,6,12,4,11.5,0,7.6,2.6,0.32,Graduate
288,1,18,2,8014,0,1,117.0,1,3,1,3,4,111.8,1,0,0,1,0,1,19,0,0,6,8,6,10.833333333333334,0,0,6,9,6,11.5,0,10.8,1.4,1.74,Graduate
289,1,39,1,9500,1,1,140.0,1,3,3,1,1,140.0,1,0,0,1,0,0,24,0,0,8,8,8,13.385,0,0,8,8,8,13.385,0,9.4,-0.8,-3.12,Graduate
290,1,17,4,9085,1,1,123.0,1,19,19,4,10,124.4,1,0,0,1,0,0,19,0,0,6,14,6,15.666666666666666,0,0,6,9,6,14.5,0,15.5,2.8,-4.06,Graduate
291,1,44,1,9003,1,39,150.0,1,19,37,6,6,150.0,0,0,1,1,0,1,19,0,0,6,9,6,14.333333333333334,0,0,6,7,6,13.833333333333334,0,13.9,-0.3,0.79,Graduate
292,1,44,1,9003,1,39,140.0,1,37,37,9,4,140.0,0,0,0,1,0,0,24,0,0,6,10,6,11.428571428571429,0,0,6,12,5,13.0,0,12.4,0.5,1.79,Enrolled
293,1,17,4,9238,1,1,123.0,1,19,19,191,144,116.0,1,0,0,1,0,1,18,0,0,6,9,6,11.666666666666666,0,0,6,8,6,11.666666666666666,0,8.9,1.4,3.51,Graduate
294,1,1,1,9070,1,1,130.0,1,38,37,3,6,135.6,1,0,0,1,0,1,19,0,0,6,9,5,12.0,0,0,6,10,2,11.333333333333334,0,8.9,1.4,3.51,Dropout
295,2,1,1,9500,1,1,137.0,1,3,38,2,4,121.0,0,0,0,1,0,1,19,0,0,8,8,7,14.725714285714288,0,0,8,8,7,14.725714285714288,0,10.8,1.4,1.74,Graduate
296,1,17,2,9773,1,1,126.0,1,19,38,9,8,118.7,1,0,0,1,0,1,18,0,0,6,6,6,14.166666666666666,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
297,1,1,1,9238,1,1,125.0,1,1,1,3,3,125.7,1,0,0,1,0,0,18,0,0,6,10,6,11.571428571428571,0,0,6,8,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
298,1,17,4,9556,1,1,112.0,1,1,1,4,10,107.1,1,0,0,1,0,0,20,0,0,7,7,7,12.5,0,0,8,8,8,13.1375,0,12.4,0.5,1.79,Graduate
300,1,17,4,9670,1,1,135.0,1,38,38,9,7,127.0,1,0,0,1,0,0,18,0,0,6,10,6,12.25,0,0,6,9,6,13.714285714285714,0,11.1,0.6,2.02,Graduate
301,1,1,2,9085,1,1,117.0,1,38,37,9,9,113.5,1,0,0,1,0,1,21,0,0,5,7,4,12.0,0,0,5,5,5,12.2,0,10.8,1.4,1.74,Graduate
302,1,1,1,9500,1,1,160.0,1,19,19,4,9,154.4,0,0,0,1,0,1,18,0,0,7,9,7,15.116666666666667,0,0,8,9,8,16.168888888888887,0,15.5,2.8,-4.06,Graduate
303,1,51,1,9670,1,1,136.0,1,19,19,5,5,122.0,0,0,1,0,0,0,18,0,0,5,6,2,12.5,0,0,5,6,4,10.25,0,9.4,-0.8,-3.12,Dropout
305,1,1,1,9670,1,1,119.0,1,1,19,4,10,115.5,1,0,0,1,0,0,19,0,0,6,8,4,11.0,0,0,6,9,4,11.0,0,10.8,1.4,1.74,Enrolled
306,1,17,4,9670,1,1,120.0,1,1,19,5,5,117.2,1,0,0,1,0,0,18,0,0,6,8,6,11.875,0,0,6,11,4,14.6,0,11.1,0.6,2.02,Graduate
308,1,1,3,9085,1,1,142.0,1,11,11,90,90,155.3,0,0,0,1,0,0,19,0,0,5,5,5,15.2,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
310,1,51,1,9238,1,1,160.0,1,3,19,2,1,116.1,0,0,1,1,0,0,26,0,0,6,6,6,14.833333333333334,0,0,6,7,6,15.142857142857142,0,11.1,0.6,2.02,Graduate
311,1,17,1,9853,1,1,133.1,1,34,34,0,0,118.9,1,0,0,1,0,0,21,0,0,6,12,3,11.333333333333334,0,0,6,10,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
312,1,17,2,9147,1,1,142.0,1,19,19,4,8,127.3,0,0,0,1,0,1,18,0,0,5,5,5,11.2,0,0,5,5,5,11.8,0,11.1,0.6,2.02,Graduate
313,1,17,4,9853,1,1,121.0,1,38,38,5,7,113.7,1,0,0,1,0,1,20,0,0,6,8,5,13.4,0,0,6,9,5,13.666666666666666,0,9.4,-0.8,-3.12,Graduate
315,1,1,1,9147,1,1,153.0,1,1,38,4,3,146.7,0,0,0,1,0,0,18,0,0,5,5,5,16.2,0,0,5,5,5,16.4,0,11.1,0.6,2.02,Graduate
316,1,1,1,9500,1,1,140.0,1,19,19,3,6,124.3,1,0,0,1,0,1,18,0,0,7,7,7,14.542857142857144,0,0,8,11,8,14.88181818181818,0,16.2,0.3,-0.92,Graduate
317,1,1,1,9500,1,1,152.0,1,41,19,3,5,137.8,0,0,0,1,0,0,19,0,0,7,7,7,13.694285714285714,0,0,8,9,8,14.355555555555554,0,11.1,0.6,2.02,Graduate
318,1,1,1,9238,1,1,120.0,1,19,38,5,9,130.2,0,0,0,1,0,1,18,0,0,6,8,6,11.285714285714286,0,0,6,10,6,11.857142857142858,0,12.4,0.5,1.79,Graduate
319,1,17,1,9500,1,1,160.0,1,38,38,7,7,147.8,0,0,0,1,0,0,20,0,0,7,11,6,11.757142857142856,0,0,8,12,6,13.083333333333334,0,15.5,2.8,-4.06,Enrolled
321,1,42,1,9500,1,1,100.0,1,37,37,7,9,100.0,1,0,0,1,0,1,19,0,0,8,8,7,13.058571428571428,0,0,8,8,7,13.058571428571428,0,10.8,1.4,1.74,Graduate
322,1,1,1,9500,1,1,150.0,1,1,1,5,1,155.6,0,0,0,1,0,0,19,0,0,7,7,7,14.3,0,0,8,9,8,14.055555555555555,0,16.2,0.3,-0.92,Graduate
325,1,1,1,9254,1,1,121.0,1,19,19,5,8,117.5,1,0,0,1,0,0,18,0,0,6,7,6,10.571428571428571,0,0,6,11,3,11.666666666666666,0,16.2,0.3,-0.92,Graduate
326,1,43,1,9500,1,6,134.0,1,1,37,9,9,120.4,1,0,0,1,0,0,19,0,0,7,7,6,13.333333333333334,0,0,7,7,6,13.333333333333334,0,7.6,2.6,0.32,Graduate
327,1,1,1,9238,1,1,134.0,1,1,1,9,6,130.9,0,0,1,1,0,0,18,0,0,6,10,6,11.857142857142858,0,0,6,9,5,11.0,0,13.9,-0.3,0.79,Graduate
328,1,1,1,9853,1,1,132.0,1,2,19,4,4,125.0,1,0,0,1,0,0,18,0,0,6,9,5,12.6,0,0,6,8,5,11.4,0,9.4,-0.8,-3.12,Enrolled
330,1,1,1,9853,1,1,123.0,1,1,38,9,6,121.6,1,0,0,1,0,0,18,0,0,7,12,5,12.0,0,0,7,9,6,12.666666666666666,0,11.1,0.6,2.02,Enrolled
332,1,1,1,9238,1,1,107.0,1,38,38,7,7,103.5,1,0,0,1,0,0,20,0,0,6,7,6,12.0,0,0,6,7,6,13.0,0,12.4,0.5,1.79,Graduate
333,1,1,1,8014,0,1,126.0,1,37,38,9,10,119.4,0,0,0,1,0,0,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.666666666666666,0,12.7,3.7,-1.7,Graduate
334,1,1,1,9238,1,1,133.0,1,34,37,4,9,134.4,1,0,0,1,0,1,18,0,0,6,6,6,12.166666666666666,0,0,6,9,6,13.666666666666666,0,9.4,-0.8,-3.12,Graduate
336,1,7,1,9853,1,40,110.0,1,41,3,2,1,110.0,0,0,1,1,0,0,40,0,0,7,8,7,15.0,0,0,7,7,7,14.571428571428571,0,12.4,0.5,1.79,Graduate
337,1,1,4,9500,1,1,141.0,1,38,38,7,7,132.5,1,0,0,1,0,1,18,0,0,8,8,8,13.39125,0,0,8,8,8,13.39125,0,9.4,-0.8,-3.12,Graduate
338,1,17,1,9238,1,1,122.0,1,3,1,9,10,114.7,0,0,0,1,0,0,19,0,0,6,9,5,12.166666666666666,0,0,6,8,6,12.428571428571429,0,13.9,-0.3,0.79,Graduate
339,1,17,1,9130,1,1,156.0,1,2,9,3,5,166.9,0,0,0,1,0,0,18,0,0,5,9,4,11.25,0,0,5,6,4,12.5,0,7.6,2.6,0.32,Graduate
342,2,39,1,8014,0,1,120.0,1,37,37,9,9,117.0,1,0,0,1,0,0,33,0,0,6,7,6,12.833333333333334,0,0,6,8,6,12.857142857142858,0,12.4,0.5,1.79,Graduate
343,1,39,1,9003,1,3,130.0,1,3,3,1,2,150.0,0,0,0,1,0,0,35,0,0,6,10,6,14.0,0,0,6,11,6,13.1,0,16.2,0.3,-0.92,Graduate
345,1,1,1,9773,1,1,140.0,1,19,19,7,5,135.1,1,0,0,1,0,0,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,9.4,-0.8,-3.12,Graduate
347,4,39,1,9991,0,1,133.1,1,37,37,6,6,136.2,0,0,0,1,0,0,39,0,0,5,6,5,11.0,0,0,5,9,5,11.666666666666666,0,10.8,1.4,1.74,Graduate
349,1,1,2,8014,0,1,96.0,1,3,1,3,9,100.0,0,0,0,1,0,0,20,0,0,6,10,5,12.0,0,0,6,9,4,11.25,0,9.4,-0.8,-3.12,Enrolled
350,1,1,1,9254,1,1,117.0,1,19,19,9,9,116.3,1,0,0,1,0,0,24,0,0,6,9,4,12.6,0,0,6,6,4,11.5,0,12.7,3.7,-1.7,Dropout
351,1,43,1,9773,1,1,123.0,1,19,19,9,8,134.0,0,0,0,1,0,1,20,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate
353,2,1,1,9500,1,1,151.0,1,37,38,9,7,134.5,0,0,1,1,0,1,18,0,0,7,7,6,14.2,0,0,7,7,6,14.2,0,7.6,2.6,0.32,Graduate
355,1,17,1,9085,1,1,133.0,1,19,1,4,5,127.1,1,0,0,1,0,0,18,0,0,6,7,6,15.0,0,0,6,7,6,16.428571428571427,0,11.1,0.6,2.02,Graduate
356,1,39,1,9500,1,19,133.1,1,38,37,9,9,133.0,0,0,0,1,0,0,24,0,0,7,9,6,12.585714285714284,0,0,8,9,7,13.44285714285714,0,13.9,-0.3,0.79,Graduate
360,1,17,4,9853,1,1,140.0,1,19,38,4,1,128.5,1,0,0,1,0,0,18,0,0,6,7,6,11.666666666666666,0,0,6,10,6,11.833333333333334,0,10.8,1.4,1.74,Graduate
361,1,1,1,9773,1,1,146.0,1,37,38,9,7,128.5,0,0,1,1,0,0,19,0,0,6,13,3,12.666666666666666,0,0,6,12,2,10.0,0,10.8,1.4,1.74,Dropout
364,1,1,4,9500,1,1,136.0,1,1,1,9,1,133.0,1,0,0,1,0,0,19,0,0,7,8,5,13.98,0,0,7,8,5,13.98,0,7.6,2.6,0.32,Enrolled
365,1,1,1,9085,1,1,133.1,1,37,38,7,5,106.0,1,0,0,1,0,1,21,0,0,6,13,6,16.153846153846153,0,0,6,10,6,15.75,0,15.5,2.8,-4.06,Graduate
366,1,1,4,9500,1,1,136.0,1,19,38,4,8,125.5,1,0,0,1,0,1,21,0,0,7,7,6,14.033333333333331,0,0,7,7,6,14.033333333333331,0,7.6,2.6,0.32,Graduate
367,1,17,1,9085,1,1,134.0,1,19,37,2,7,131.2,0,0,0,1,0,0,19,0,0,5,8,1,11.0,0,0,5,6,5,11.2,0,7.6,2.6,0.32,Enrolled
368,1,1,1,9853,1,1,122.0,1,38,37,191,195,112.9,1,0,0,1,0,1,19,0,0,7,8,7,13.857142857142858,0,0,7,8,6,13.666666666666666,0,8.9,1.4,3.51,Graduate
369,1,1,6,9500,1,1,138.0,1,19,19,9,5,124.8,1,0,0,1,0,0,18,0,0,8,8,7,13.414285714285716,0,0,8,8,7,13.414285714285716,0,12.7,3.7,-1.7,Dropout
371,4,39,1,9991,0,1,130.0,1,38,19,9,7,148.0,0,0,0,1,0,1,31,0,0,5,11,4,11.25,0,0,5,10,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled
372,1,17,1,9773,1,1,161.0,1,1,19,4,7,148.4,0,0,0,1,0,1,19,0,0,6,6,6,13.833333333333334,0,0,6,7,6,14.428571428571429,0,15.5,2.8,-4.06,Graduate
373,4,39,1,9991,0,1,140.0,1,1,37,141,192,129.7,0,0,0,1,0,0,35,0,0,5,8,5,12.0,0,0,5,9,5,12.857142857142858,0,13.9,-0.3,0.79,Graduate
377,1,1,1,9500,1,1,152.0,1,1,1,4,4,141.0,1,0,0,1,0,1,18,0,0,7,7,7,15.135714285714286,0,0,8,8,8,15.287499999999998,0,12.4,0.5,1.79,Graduate
378,1,17,1,9853,1,1,125.0,1,3,3,3,3,116.6,1,0,0,0,0,1,18,0,0,7,7,7,12.285714285714286,0,0,7,8,6,13.333333333333334,0,8.9,1.4,3.51,Enrolled
380,4,39,1,9500,1,19,133.1,1,38,19,5,7,140.0,0,0,0,1,0,1,26,0,0,7,13,5,12.74,0,0,8,12,6,10.978571428571428,0,16.2,0.3,-0.92,Dropout
381,1,43,1,9500,1,1,170.0,1,19,37,8,8,100.0,0,0,0,1,0,0,20,0,0,7,8,6,13.25,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Enrolled
382,1,1,1,9238,1,1,135.0,1,38,38,5,7,121.0,0,0,0,1,0,0,19,0,0,6,13,3,10.333333333333334,0,0,6,12,3,10.333333333333334,0,7.6,2.6,0.32,Enrolled
383,1,1,1,9853,1,1,125.0,1,19,19,5,5,117.0,0,0,0,1,0,1,19,0,0,6,7,6,13.428571428571429,0,0,6,6,6,13.166666666666666,0,15.5,2.8,-4.06,Graduate
385,1,1,1,9238,1,1,124.0,1,34,34,0,0,129.3,0,0,0,1,0,0,19,0,0,6,8,6,11.5,0,0,6,7,6,11.166666666666666,0,7.6,2.6,0.32,Graduate
386,1,1,1,9853,1,1,140.0,1,37,37,9,9,145.3,0,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,9,6,12.333333333333334,0,7.6,2.6,0.32,Graduate
388,1,17,1,9853,1,1,134.0,1,1,19,4,5,122.5,1,0,0,1,0,0,22,0,0,6,10,5,13.166666666666666,0,0,6,8,5,12.4,0,15.5,2.8,-4.06,Enrolled
390,1,44,1,9085,1,39,140.0,1,4,38,4,5,140.0,1,0,0,1,0,0,21,0,0,6,11,4,12.75,0,0,6,19,1,11.0,0,12.4,0.5,1.79,Enrolled
391,1,39,1,9500,1,1,150.0,1,1,19,5,3,140.0,0,1,0,1,0,0,26,0,0,7,11,5,11.2,0,0,8,13,5,12.14,0,16.2,0.3,-0.92,Enrolled
392,1,1,6,9773,1,1,141.0,1,30,37,7,7,128.4,1,0,1,0,0,0,18,0,0,6,8,5,13.0,0,0,6,8,5,11.4,0,7.6,2.6,0.32,Dropout
393,1,17,2,9085,1,1,120.0,1,1,1,9,10,115.0,0,0,0,0,0,0,20,0,0,5,8,2,10.5,0,0,5,8,2,12.333333333333334,0,7.6,2.6,0.32,Dropout
394,1,17,2,9085,1,1,166.0,1,1,19,4,3,158.7,0,0,0,1,0,0,18,0,0,6,7,6,14.857142857142858,0,0,6,7,6,14.0,0,11.1,0.6,2.02,Graduate
395,1,1,4,9500,1,1,147.0,1,1,1,4,9,124.5,1,0,0,1,0,1,19,0,0,8,11,7,12.86,0,0,8,11,7,12.86,0,10.8,1.4,1.74,Graduate
398,1,17,1,9670,1,1,124.0,1,37,19,5,8,114.2,1,0,1,1,0,0,18,0,0,6,6,5,11.8,0,0,6,9,4,13.714285714285714,0,10.8,1.4,1.74,Dropout
400,1,17,4,9070,1,1,125.0,1,1,3,3,3,128.9,0,0,0,1,0,1,18,0,0,6,9,5,11.6,0,0,6,8,4,11.2,0,8.9,1.4,3.51,Enrolled
401,1,17,1,9254,1,1,136.0,1,37,37,7,7,121.7,1,0,0,1,0,0,20,0,0,6,13,3,10.333333333333334,0,0,6,12,3,10.333333333333334,0,10.8,1.4,1.74,Enrolled
402,1,1,1,9773,1,1,120.0,1,38,37,9,9,114.8,1,1,0,1,0,0,19,0,0,6,11,4,12.25,0,0,6,11,3,11.0,0,7.6,2.6,0.32,Enrolled
403,1,1,1,9254,1,1,128.0,1,19,38,9,9,127.0,0,0,0,1,0,0,19,0,0,6,6,6,12.0,0,0,6,7,4,12.75,0,12.4,0.5,1.79,Enrolled
404,1,17,1,9500,1,1,142.0,1,37,37,5,5,131.3,1,0,0,1,0,0,19,0,0,8,8,7,14.731428571428571,0,0,8,8,7,14.731428571428571,0,10.8,1.4,1.74,Graduate
407,1,39,1,9991,0,40,140.0,1,1,19,9,9,139.0,0,0,0,1,0,0,27,0,0,5,5,5,15.8,0,0,5,5,5,14.8,0,8.9,1.4,3.51,Graduate
